player_id,name,team,playing_role,performance_type,matches_played,batting_runs,total_balls,total_fours,total_sixes,batting_average,strike_rate,total_overs,total_wickets,bowling_runs,total_maidens,total_wides,total_noballs,bowling_average,economy_rate,bowling_strike_rate,batting_rating,bowling_rating,overall_rating,role_consistency_score,final_rating
49,George Dockrell,Ireland,Allrounder,Bits and Pieces,6.0,100.0,83.0,10.0,1.0,16.67,120.48,8.0,1.0,56.0,0.0,2.0,0.0,56.0,7.0,48.0,91.99277108433735,29.2125,60.60263554216867,0.0047098450990891,60.6597213473687
61,Usman Ghani,Afghanistan,Opening Batter,Batsman,3.0,59.0,64.0,5.0,1.0,19.67,92.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.354406779661,24.012012012012015,52.68320939583651,0.754878250027212,60.63709117874576
156,Matthew Cross,Scotland,Wicketkeeper Batter,Batsman,3.0,32.0,33.0,5.0,0.0,10.67,96.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85166666666667,27.013513513513516,50.432590090090095,0.9559281592999008,60.07457669279935
167,Temba Bavuma,South Africa,Middle order Batter,Batsman,5.0,70.0,62.0,6.0,2.0,14.0,112.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.7488479262673,27.013513513513516,58.38118071989041,0.1322054340029135,59.924842586825534
101,Scott Edwards,Netherlands,Wicketkeeper Batter,Batsman,8.0,91.0,104.0,8.0,0.0,11.38,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1343956043956,27.013513513513516,53.57395455895456,0.5513769579515738,59.481843376985005
43,Luke Jongwe,Zimbabwe,Bowler,Bits and Pieces,4.0,55.0,41.0,6.0,1.0,13.75,134.15,5.0,2.0,59.0,0.0,3.0,1.0,29.5,11.8,15.0,69.21773835920179,35.352,52.28486917960089,0.6727844616849517,59.320158692654076
179,Tim David,Australia,Middle order Batter,Batsman,2.0,26.0,18.0,2.0,1.0,13.0,144.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.90478632478633,27.013513513513516,58.45914991914992,0.0224869259447383,58.722063234154774
147,Mosaddek Hossain,Bangladesh,Middle order Batter,Bits and Pieces,5.0,38.0,39.0,2.0,2.0,7.6,97.44,7.0,2.0,64.0,0.0,0.0,2.0,32.0,9.14,21.0,72.78021592442646,27.874285714285715,50.32725081935609,0.7949956997668495,58.32924041585124
159,Michael Leask,Scotland,Allrounder,Bits and Pieces,3.0,33.0,28.0,4.0,0.0,11.0,117.86,10.0,4.0,67.0,0.0,1.0,0.0,16.75,6.7,15.0,71.58831168831169,36.489999999999995,54.03915584415584,0.3930766126624841,58.28746151022801
135,Ravichandran Ashwin,India,Bowling Allrounder,Bowling All-rounder,4.0,21.0,18.0,1.0,1.0,5.25,116.67,19.0,6.0,155.0,0.0,5.0,0.0,25.83,8.16,19.0,60.52714285714286,41.62631578947368,51.07672932330827,0.6221578662733372,57.43228710971032
